,donorID,amount,language,age,province,gender,gend,prov_01,prov_02,prov_03,prov_04,lang_01,lang_02,lang_03,donor,age_2
124230,255488,18.0,NL,59.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,0,0
124305,127781,15.0,NL,43.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
124467,127858,150.0,NL,40.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
124491,127875,36.0,NL,78.0,West Flanders,F,1,0,1,0,1,1,0,0,0,0
124513,127881,60.0,NL,55.0,West Flanders,F,1,0,1,0,1,1,0,0,0,1
124667,127944,120.0,NL,78.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
124732,127970,30.0,FR,49.0,Brussels,M,0,0,0,0,1,0,1,0,0,0
124812,128000,15.0,NL,64.0,East Flanders,M,0,0,0,1,1,1,0,0,0,0
125179,128140,15.0,FR,77.0,Brussels,M,0,0,0,0,1,0,1,0,0,0
125453,128152,75.0,FR,73.0,Liege,F,1,0,0,0,1,0,1,0,1,1
125877,128313,30.0,NL,29.0,Limburg,M,0,0,0,0,1,1,0,0,0,0
126032,128396,30.0,FR,53.0,Hainaut,M,0,0,0,0,1,0,1,0,0,0
126166,128465,120.0,NL,51.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,1,1
126295,128510,15.0,NL,72.0,Antwerp,M,0,1,0,0,1,1,0,0,0,0
126331,128524,150.0,NL,63.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
126491,128595,300.0,NL,100.0,Antwerp,M,0,1,0,0,1,1,0,0,1,1
126583,128622,123.0,NL,52.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
126628,128634,30.0,NL,53.0,Antwerp,M,0,1,0,0,1,1,0,0,0,0
126670,128649,120.0,NL,54.0,West Flanders,M,0,0,1,0,1,1,0,0,1,1
126757,128678,120.0,NL,64.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
126784,128687,54.0,NL,86.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,0,1
126901,128714,15.0,NL,69.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,0,0
127078,128774,123.0,NL,73.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
127173,128813,12.0,FR,54.0,Antwerp,F,1,1,0,0,1,0,1,0,0,0
127181,128817,187.71,NL,60.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
127461,128940,60.0,NL,57.0,Antwerp,F,1,1,0,0,1,1,0,0,0,1
127497,128952,120.0,NL,40.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
127529,128973,360.0,NL,39.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,1,1
127578,128977,6.0,NL,66.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,0,0
127593,128988,60.0,NL,50.0,Antwerp,F,1,1,0,0,1,1,0,0,0,1
127713,129036,123.0,NL,63.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
127901,129109,150.0,NL,69.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
128062,129191,120.0,NL,59.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,1,1
128121,129224,135.0,NL,49.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
128354,129300,120.0,NL,98.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
128478,129350,123.0,FR,56.0,Flemish Brabant,F,1,0,0,0,1,0,1,0,1,1
128584,129385,150.0,NL,48.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,1,1
128604,129395,15.0,NL,54.0,Brussels,M,0,0,0,0,1,1,0,0,0,0
128734,129470,120.0,NL,48.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
128766,129493,60.0,NL,82.0,Antwerp,F,1,1,0,0,1,1,0,0,0,1
128774,129500,30.0,NL,56.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,0,0
128804,129512,15.0,NL,68.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,0,0
128952,129587,30.0,NL,40.0,Limburg,M,0,0,0,0,1,1,0,0,0,0
129136,129665,135.0,NL,49.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
129224,129702,123.0,NL,30.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
129304,129742,22.5,NL,27.0,Limburg,M,0,0,0,0,1,1,0,0,0,0
129321,129748,150.0,NL,91.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
129390,129785,90.0,NL,77.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
129445,129808,90.0,NL,59.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,1,1
129527,129855,30.0,NL,43.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
129788,129968,45.0,NL,33.0,Antwerp,M,0,1,0,0,1,1,0,0,0,0
129888,130037,15.0,NL,67.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
129931,130052,123.0,NL,95.0,Limburg,F,1,0,0,0,1,1,0,0,1,1
129978,130084,120.0,NL,70.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
130124,130147,123.0,NL,41.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
130132,130151,75.0,NL,52.0,Brussels,M,0,0,0,0,1,1,0,0,1,1
130159,130163,7.5,NL,37.0,West Flanders,M,0,0,1,0,1,1,0,0,0,0
130179,130164,9.0,NL,78.0,West Flanders,M,0,0,1,0,1,1,0,0,0,0
130230,130188,300.0,NL,51.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
130241,130190,75.0,NL,73.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
130334,130257,123.0,NL,71.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
130356,130267,150.0,NL,41.0,West Flanders,M,0,0,1,0,1,1,0,0,1,1
130445,130310,30.0,NL,49.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
130495,130331,135.0,NL,40.0,East Flanders,M,0,0,0,1,1,1,0,0,1,1
130548,130368,120.0,NL,58.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
131104,130533,123.0,NL,63.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,1,1
131190,130565,30.0,NL,61.0,West Flanders,M,0,0,1,0,1,1,0,0,0,0
131196,130567,15.0,NL,35.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
131218,130577,15.0,NL,43.0,Limburg,F,1,0,0,0,1,1,0,0,0,0
131224,130582,123.0,NL,65.0,Antwerp,M,0,1,0,0,1,1,0,0,1,1
131235,130590,30.0,NL,49.0,Limburg,F,1,0,0,0,1,1,0,0,0,0
131257,130601,30.0,NL,70.0,Antwerp,F,1,1,0,0,1,1,0,0,0,0
131354,130626,120.0,NL,75.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,1,1
131396,130643,45.0,NL,62.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
131474,130651,45.0,NL,96.0,Antwerp,F,1,1,0,0,1,1,0,0,0,0
131524,130661,123.0,NL,62.0,West Flanders,M,0,0,1,0,1,1,0,0,1,1
131595,130717,123.0,FR,60.0,Hainaut,F,1,0,0,0,1,0,1,0,1,1
131675,130758,117.0,NL,27.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
131758,130823,135.0,NL,79.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
131923,130865,123.0,NL,79.0,West Flanders,M,0,0,1,0,1,1,0,0,1,1
131985,130894,15.0,NL,42.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,0,0
132151,130984,30.0,NL,67.0,West Flanders,M,0,0,1,0,1,1,0,0,0,0
132545,131152,120.0,NL,69.0,Limburg,F,1,0,0,0,1,1,0,0,1,1
132562,131166,30.0,NL,31.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,0,0
132645,131222,30.0,NL,62.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
132668,131231,30.0,NL,56.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
132750,131262,9.0,NL,40.0,Antwerp,M,0,1,0,0,1,1,0,0,0,0
132763,131270,9.0,NL,85.0,Antwerp,F,1,1,0,0,1,1,0,0,0,0
132870,131314,123.0,NL,55.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
132890,131326,150.0,NL,72.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
132938,131359,30.0,NL,63.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
132963,131377,60.0,NL,44.0,West Flanders,F,1,0,1,0,1,1,0,0,0,1
133169,131445,120.0,NL,81.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
133193,131454,123.0,NL,73.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
133359,131525,120.0,NL,46.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
133494,131602,120.0,NL,37.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
133528,131616,6.0,NL,26.0,West Flanders,M,0,0,1,0,1,1,0,0,0,0
133580,131634,15.0,NL,59.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
133694,131670,30.0,NL,84.0,Antwerp,F,1,1,0,0,1,1,0,0,0,0
133719,131678,21.0,NL,58.0,Limburg,M,0,0,0,0,1,1,0,0,0,0
133743,131690,75.0,NL,68.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
133745,263382,60.0,NL,59.0,Antwerp,F,1,1,0,0,1,1,0,0,0,1
133891,131746,15.0,NL,44.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,0,0
133933,131764,30.0,NL,88.0,Limburg,F,1,0,0,0,1,1,0,0,0,0
134008,131801,30.0,NL,76.0,West Flanders,F,1,0,1,0,1,1,0,0,0,0
134087,131835,75.0,NL,39.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
134115,131846,30.0,NL,62.0,Antwerp,F,1,1,0,0,1,1,0,0,0,0
134279,131918,15.0,NL,63.0,Limburg,M,0,0,0,0,1,1,0,0,0,0
134319,131933,15.0,NL,29.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
134450,132001,30.0,NL,44.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
134487,132014,120.0,NL,30.0,Antwerp,M,0,1,0,0,1,1,0,0,1,1
134559,132047,15.0,NL,34.0,East Flanders,M,0,0,0,1,1,1,0,0,0,0
134604,132068,30.0,NL,66.0,Antwerp,F,1,1,0,0,1,1,0,0,0,0
134830,132179,9.0,NL,25.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
134833,132184,30.0,FR,65.0,Namur,F,1,0,0,0,1,0,1,0,0,0
134985,132238,7.5,FR,53.0,Hainaut,M,0,0,0,0,1,0,1,0,0,0
135125,132316,30.0,NL,78.0,West Flanders,F,1,0,1,0,1,1,0,0,0,0
135212,132365,30.0,NL,95.0,Limburg,M,0,0,0,0,1,1,0,0,0,0
135217,132368,15.0,NL,52.0,Antwerp,M,0,1,0,0,1,1,0,0,0,0
135242,132369,9.0,NL,33.0,Antwerp,F,1,1,0,0,1,1,0,0,0,0
135245,132370,30.0,NL,54.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
135392,132421,90.0,NL,67.0,East Flanders,M,0,0,0,1,1,1,0,0,1,1
135614,132544,120.0,NL,62.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
135695,132572,45.0,NL,56.0,West Flanders,M,0,0,1,0,1,1,0,0,0,0
135716,132577,123.0,NL,62.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,1,1
135803,132634,120.0,NL,31.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
135824,132644,15.0,NL,32.0,Antwerp,F,1,1,0,0,1,1,0,0,0,0
135861,132663,123.0,NL,43.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,1,1
135885,132680,30.0,NL,67.0,Antwerp,F,1,1,0,0,1,1,0,0,0,0
135936,132701,60.0,NL,91.0,Antwerp,F,1,1,0,0,1,1,0,0,0,1
136010,132726,60.0,NL,50.0,Antwerp,F,1,1,0,0,1,1,0,0,0,1
136081,132752,123.0,NL,48.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,1,1
136137,132777,135.0,NL,65.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
136171,265584,300.0,NL,59.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
136199,132803,30.0,NL,73.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
136247,132835,123.0,NL,42.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
136258,132841,30.0,NL,81.0,East Flanders,M,0,0,0,1,1,1,0,0,0,0
136310,132861,120.0,NL,83.0,Antwerp,M,0,1,0,0,1,1,0,0,1,1
136314,132862,120.0,NL,89.0,Brussels,F,1,0,0,0,1,1,0,0,1,1
136408,132902,6.0,NL,70.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,0,0
136609,133005,123.0,FR,69.0,West Flanders,M,0,0,1,0,1,0,1,0,1,1
136669,133039,15.0,NL,39.0,Antwerp,F,1,1,0,0,1,1,0,0,0,0
136804,133108,123.0,NL,55.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
136860,133120,15.0,NL,38.0,Limburg,M,0,0,0,0,1,1,0,0,0,0
136875,133125,150.0,NL,68.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,1,1
136908,133137,15.0,NL,67.0,West Flanders,M,0,0,1,0,1,1,0,0,0,0
137018,133198,135.0,NL,40.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
137111,133237,150.0,NL,97.0,Antwerp,M,0,1,0,0,1,1,0,0,1,1
137135,133252,15.0,NL,38.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,0,0
137192,133286,30.0,NL,74.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
137264,133324,120.0,NL,44.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
137312,133353,75.0,NL,67.0,Limburg,F,1,0,0,0,1,1,0,0,1,1
137358,133375,30.0,NL,71.0,West Flanders,M,0,0,1,0,1,1,0,0,0,0
137391,133395,60.0,NL,50.0,West Flanders,M,0,0,1,0,1,1,0,0,0,1
137395,133398,30.0,FR,74.0,Flemish Brabant,F,1,0,0,0,1,0,1,0,0,0
137418,133407,60.0,NL,42.0,Limburg,F,1,0,0,0,1,1,0,0,0,1
137424,133409,90.0,NL,82.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,1,1
137538,133433,75.0,NL,65.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
137799,133553,30.0,NL,52.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
137868,133572,60.0,NL,46.0,Limburg,M,0,0,0,0,1,1,0,0,0,1
138032,133660,120.0,NL,63.0,West Flanders,M,0,0,1,0,1,1,0,0,1,1
138102,133698,75.0,NL,78.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
138152,133716,120.0,NL,73.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
138184,133738,120.0,NL,35.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,1,1
138280,133798,120.0,NL,44.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,1,1
138296,133806,15.0,NL,72.0,Antwerp,F,1,1,0,0,1,1,0,0,0,0
138345,133833,120.0,NL,61.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
138472,133902,30.0,FR,76.0,Liege,F,1,0,0,0,1,0,1,0,0,0
138580,133979,30.0,NL,59.0,Antwerp,M,0,1,0,0,1,1,0,0,0,0
138612,134001,45.0,NL,67.0,Antwerp,M,0,1,0,0,1,1,0,0,0,0
138743,134059,75.0,NL,35.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
138820,134091,30.0,NL,50.0,Limburg,F,1,0,0,0,1,1,0,0,0,0
138866,134113,135.0,NL,48.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
139046,134173,36.0,NL,88.0,Limburg,F,1,0,0,0,1,1,0,0,0,0
139070,134186,15.0,NL,64.0,West Flanders,M,0,0,1,0,1,1,0,0,0,0
139081,134190,30.0,NL,44.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
139194,134257,15.0,NL,52.0,Limburg,M,0,0,0,0,1,1,0,0,0,0
139295,134279,3.0,NL,44.0,Limburg,M,0,0,0,0,1,1,0,0,0,0
139359,134305,30.0,NL,89.0,Limburg,M,0,0,0,0,1,1,0,0,0,0
139602,134409,15.0,NL,56.0,East Flanders,M,0,0,0,1,1,1,0,0,0,0
139725,134437,120.0,NL,88.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,1,1
139753,134452,150.0,NL,45.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
139840,134501,123.0,NL,85.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
139851,134505,30.0,NL,88.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,0,0
139922,134548,15.0,NL,42.0,West Flanders,M,0,0,1,0,1,1,0,0,0,0
139936,134558,150.0,NL,73.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,1,1
139985,134582,123.0,NL,76.0,West Flanders,M,0,0,1,0,1,1,0,0,1,1
140172,134643,30.0,NL,32.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,0,0
140389,134763,30.0,NL,64.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,0,0
140396,134766,15.0,NL,91.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
140437,134785,90.0,NL,81.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,1,1
140482,134805,30.0,NL,39.0,East Flanders,M,0,0,0,1,1,1,0,0,0,0
140508,134825,15.0,NL,50.0,Limburg,M,0,0,0,0,1,1,0,0,0,0
140546,134843,60.0,NL,75.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,0,1
140614,134878,30.0,NL,66.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,0,0
140758,134953,120.0,NL,71.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
140771,134966,90.0,NL,44.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
140827,134996,150.0,NL,67.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
140832,135001,60.0,NL,76.0,Limburg,F,1,0,0,0,1,1,0,0,0,1
140863,135014,30.0,NL,90.0,Antwerp,F,1,1,0,0,1,1,0,0,0,0
140943,135052,15.0,NL,42.0,Limburg,M,0,0,0,0,1,1,0,0,0,0
141125,135152,60.0,NL,65.0,Limburg,F,1,0,0,0,1,1,0,0,0,1
141209,135191,120.0,NL,62.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
141335,135263,123.0,NL,52.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
141362,135274,123.0,FR,60.0,Liege,M,0,0,0,0,1,0,1,0,1,1
141366,135276,30.0,NL,61.0,Limburg,M,0,0,0,0,1,1,0,0,0,0
141433,135321,30.0,NL,85.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,0,0
141484,135348,30.0,FR,37.0,Brussels,F,1,0,0,0,1,0,1,0,0,0
141520,135376,15.0,FR,67.0,Brussels,F,1,0,0,0,1,0,1,0,0,0
141546,135391,60.0,NL,67.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,0,1
141653,135441,150.0,NL,71.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
141660,135444,60.0,FR,71.0,Liege,F,1,0,0,0,1,0,1,0,0,1
141674,135459,30.0,FR,55.0,Brussels,M,0,0,0,0,1,0,1,0,0,0
141892,135578,150.0,NL,86.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
141998,135633,123.0,FR,51.0,Liege,F,1,0,0,0,1,0,1,0,1,1
142286,135735,600.0,FR,68.0,Luxembourg,F,1,0,0,0,1,0,1,0,1,1
142391,135815,120.0,NL,57.0,Limburg,F,1,0,0,0,1,1,0,0,1,1
142420,135832,150.0,NL,69.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
142456,135855,45.0,NL,73.0,East Flanders,M,0,0,0,1,1,1,0,0,0,0
142475,135866,120.0,NL,93.0,Limburg,F,1,0,0,0,1,1,0,0,1,1
142481,135868,120.0,NL,75.0,Limburg,F,1,0,0,0,1,1,0,0,1,1
142536,135905,150.0,NL,47.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
142577,135922,30.0,NL,41.0,West Flanders,F,1,0,1,0,1,1,0,0,0,0
142589,135925,60.0,NL,87.0,East Flanders,F,1,0,0,1,1,1,0,0,0,1
142606,135934,30.0,NL,86.0,Antwerp,F,1,1,0,0,1,1,0,0,0,0
142621,135939,15.0,NL,71.0,Antwerp,M,0,1,0,0,1,1,0,0,0,0
142625,135941,30.0,NL,55.0,Antwerp,M,0,1,0,0,1,1,0,0,0,0
142899,136073,120.0,NL,88.0,Antwerp,M,0,1,0,0,1,1,0,0,1,1
142907,136077,60.0,NL,34.0,East Flanders,F,1,0,0,1,1,1,0,0,0,1
142995,136122,123.0,NL,77.0,West Flanders,M,0,0,1,0,1,1,0,0,1,1
143038,136150,15.0,NL,46.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,0,0
143110,136197,15.0,NL,36.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
143198,136264,15.0,NL,47.0,West Flanders,F,1,0,1,0,1,1,0,0,0,0
143237,136274,120.0,NL,75.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
143277,136293,150.0,NL,83.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
143357,136339,123.0,NL,28.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
143406,136354,7.5,NL,52.0,Antwerp,M,0,1,0,0,1,1,0,0,0,0
143435,136370,120.0,FR,89.0,West Flanders,F,1,0,1,0,1,0,1,0,1,1
143526,136424,123.0,NL,36.0,East Flanders,M,0,0,0,1,1,1,0,0,1,1
143554,136447,120.0,NL,73.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
143620,136484,90.0,NL,43.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
143656,136501,1430.61,NL,60.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
143661,136503,60.0,NL,91.0,Antwerp,F,1,1,0,0,1,1,0,0,0,1
143738,136544,135.0,NL,55.0,Antwerp,M,0,1,0,0,1,1,0,0,1,1
143748,136549,120.0,NL,54.0,Antwerp,M,0,1,0,0,1,1,0,0,1,1
143831,136596,30.0,NL,38.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
143842,136606,15.0,NL,44.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,0,0
143865,136619,15.0,NL,55.0,Limburg,M,0,0,0,0,1,1,0,0,0,0
143904,136646,150.0,NL,75.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
143948,136683,75.0,NL,79.0,Limburg,F,1,0,0,0,1,1,0,0,1,1
144010,136733,120.0,NL,64.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
144029,136741,120.0,NL,62.0,East Flanders,M,0,0,0,1,1,1,0,0,1,1
144107,136787,150.0,FR,49.0,Antwerp,M,0,1,0,0,1,0,1,0,1,1
144434,136941,15.0,FR,37.0,Namur,F,1,0,0,0,1,0,1,0,0,0
144456,136951,120.0,NL,65.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,1,1
144461,136959,120.0,NL,79.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,1,1
144469,136971,60.0,NL,92.0,Limburg,F,1,0,0,0,1,1,0,0,0,1
144544,137038,135.0,FR,68.0,Namur,F,1,0,0,0,1,0,1,0,1,1
144575,137076,30.0,FR,50.0,Liege,F,1,0,0,0,1,0,1,0,0,0
144654,137131,60.0,NL,47.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,0,1
144675,137142,120.0,NL,87.0,Antwerp,M,0,1,0,0,1,1,0,0,1,1
144728,137177,120.0,NL,65.0,Limburg,F,1,0,0,0,1,1,0,0,1,1
144750,137189,120.0,NL,53.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
144769,137211,45.0,NL,83.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,0,0
144788,137228,120.0,NL,60.0,Limburg,F,1,0,0,0,1,1,0,0,1,1
144860,137273,4.5,NL,71.0,Antwerp,M,0,1,0,0,1,1,0,0,0,0
144873,137280,150.0,NL,92.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
144910,137302,30.0,NL,69.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
144941,137318,120.0,NL,46.0,East Flanders,M,0,0,0,1,1,1,0,0,1,1
144964,137325,150.0,NL,96.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
145031,137368,120.0,NL,85.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
145217,137478,123.0,NL,92.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
145395,137574,15.0,NL,48.0,West Flanders,M,0,0,1,0,1,1,0,0,0,0
145647,137774,15.0,FR,34.0,Brussels,M,0,0,0,0,1,0,1,0,0,0
145799,137938,240.0,FR,55.0,Liege,F,1,0,0,0,1,0,1,0,1,1
145830,137966,300.0,FR,31.0,Brussels,F,1,0,0,0,1,0,1,0,1,1
